Data,Produto,Quantidade,Preço Unitário,Total,Mês,Ano
2023-09-22,Mochila,3,282.75,848.25,9,2023
2024-10-22,Tênis,4,191.31,765.24,10,2024
2023-04-08,Mochila,3,378.09,1134.27,4,2023
2024-03-19,Camiseta,2,286.05,572.1,3,2024
2024-05-17,Tênis,9,453.83,4084.47,5,2024
2025-03-11,Mochila,4,258.91,1035.64,3,2025
2024-03-10,Mochila,1,196.65,196.65,3,2024
2025-06-25,Boné,2,104.0,208.0,6,2025
2023-08-18,Calça,1,135.49,135.49,8,2023
2024-07-02,Camiseta,3,377.64,1132.92,7,2024
2024-06-10,Sapato,7,116.59,816.13,6,2024
2024-04-06,Sapato,10,189.74,1897.4,4,2024
2025-01-24,Calça,9,460.3,4142.7,1,2025
2023-07-07,Calça,4,205.36,821.44,7,2023
2024-12-22,Boné,3,160.58,481.74,12,2024
2024-03-25,Mochila,10,305.24,3052.4,3,2024
2023-03-01,Boné,2,339.78,679.56,3,2023
2023-04-27,Camiseta,6,134.29,805.74,4,2023
2023-11-24,Camiseta,2,253.21,506.42,11,2023
2024-06-12,Sapato,6,367.19,2203.14,6,2024
2023-11-19,Camiseta,4,226.85,907.4,11,2023
2025-12-05,Calça,8,260.3,2082.4,12,2025
2023-05-26,Calça,3,103.96,311.88,5,2023
2023-10-07,Boné,8,64.62,516.96,10,2023
2025-10-21,Mochila,3,259.1,777.3000000000001,10,2025
2023-10-24,Tênis,3,52.44,157.32,10,2023
2025-10-12,Camiseta,6,113.99,683.9399999999999,10,2025
2023-10-09,Camiseta,3,157.93,473.79,10,2023
2023-10-16,Camiseta,9,146.06,1314.54,10,2023
2025-12-21,Sapato,10,277.68,2776.8,12,2025
2024-04-18,Mochila,10,131.18,1311.8000000000002,4,2024
2024-02-29,Calça,2,275.33,550.66,2,2024
2025-08-06,Boné,6,417.26,2503.56,8,2025
2024-10-12,Calça,10,269.12,2691.2,10,2024
2024-06-30,Calça,9,350.71,3156.39,6,2024
2025-08-02,Calça,7,374.22,2619.54,8,2025
2023-07-01,Boné,7,349.7,2447.9,7,2023
2023-02-18,Mochila,2,488.53,977.06,2,2023
2023-07-07,Mochila,10,75.41,754.0999999999999,7,2023
2024-05-26,Mochila,2,131.3,262.6,5,2024
2023-09-03,Boné,1,238.13,238.13,9,2023
2023-05-18,Mochila,3,336.78,1010.34,5,2023
2025-05-10,Calça,5,79.89,399.45,5,2025
2023-11-29,Boné,4,471.68,1886.72,11,2023
2024-12-28,Calça,7,114.4,800.8000000000001,12,2024
2023-07-29,Sapato,6,427.18,2563.08,7,2023
2024-12-23,Camiseta,1,304.88,304.88,12,2024
2025-04-04,Mochila,1,217.74,217.74,4,2025
2024-03-28,Boné,9,220.34,1983.06,3,2024
2024-08-18,Camiseta,8,290.66,2325.28,8,2024
2024-03-15,Mochila,9,173.32,1559.88,3,2024
2025-05-26,Mochila,1,107.2,107.2,5,2025
2025-10-26,Sapato,1,273.13,273.13,10,2025
2025-03-16,Sapato,6,69.61,417.66,3,2025
2023-05-07,Camiseta,9,252.89,2276.01,5,2023
2023-08-08,Calça,3,448.45,1345.35,8,2023
2023-11-27,Mochila,9,383.98,3455.82,11,2023
2025-12-21,Camiseta,2,424.37,848.74,12,2025
2023-04-22,Camiseta,2,330.92,661.84,4,2023
2025-06-10,Boné,4,139.56,558.24,6,2025
2024-11-24,Boné,6,249.8,1498.8000000000002,11,2024
2023-10-07,Mochila,6,127.29,763.74,10,2023
2024-12-05,Boné,8,81.0,648.0,12,2024
2023-12-01,Sapato,10,380.67,3806.7,12,2023
2025-08-03,Sapato,4,319.51,1278.04,8,2025
2024-05-19,Sapato,1,428.76,428.76,5,2024
2024-12-13,Mochila,4,188.59,754.36,12,2024
2025-01-06,Mochila,10,349.51,3495.1,1,2025
2023-03-28,Camiseta,7,107.81,754.6700000000001,3,2023
2024-06-13,Boné,4,79.61,318.44,6,2024
2024-06-04,Mochila,4,267.97,1071.88,6,2024
2024-01-12,Calça,3,50.4,151.2,1,2024
2025-12-10,Sapato,10,295.89,2958.9,12,2025
2024-10-31,Calça,10,279.63,2796.3,10,2024
2023-09-14,Camiseta,9,213.97,1925.73,9,2023
2025-02-03,Boné,8,436.67,3493.36,2,2025
2023-05-29,Camiseta,10,247.74,2477.4,5,2023
2023-03-28,Sapato,6,307.34,1844.04,3,2023
2024-08-23,Tênis,2,319.97,639.94,8,2024
2024-09-28,Tênis,10,466.64,4666.4,9,2024
2023-04-07,Mochila,1,90.99,90.99,4,2023
2024-10-01,Tênis,9,462.0,4158.0,10,2024
2024-07-07,Camiseta,6,321.51,1929.06,7,2024
2025-01-15,Sapato,3,265.92,797.76,1,2025
2023-11-14,Mochila,5,303.8,1519.0,11,2023
2023-02-04,Tênis,9,319.53,2875.7699999999995,2,2023
2023-01-15,Calça,3,155.19,465.57,1,2023
2025-04-08,Calça,6,55.08,330.48,4,2025
2024-03-10,Tênis,5,163.65,818.25,3,2024
2025-05-26,Calça,8,332.39,2659.12,5,2025
2024-01-02,Tênis,9,413.99,3725.91,1,2024
2024-08-07,Sapato,7,332.9,2330.3,8,2024
2025-02-01,Calça,3,440.66,1321.98,2,2025
2025-12-27,Calça,9,56.9,512.1,12,2025
2025-05-31,Mochila,4,110.33,441.32,5,2025
2023-10-16,Boné,5,223.17,1115.85,10,2023
2025-08-01,Mochila,2,154.7,309.4,8,2025
2025-04-27,Boné,9,398.29,3584.61,4,2025
2025-02-11,Boné,4,312.03,1248.12,2,2025
2025-11-27,Calça,7,150.42,1052.9399999999998,11,2025
2025-05-13,Calça,9,414.45,3730.05,5,2025
2024-01-12,Boné,4,164.26,657.04,1,2024
2025-02-13,Boné,1,243.93,243.93,2,2025
2023-08-13,Mochila,8,200.89,1607.12,8,2023
2024-02-28,Calça,8,67.43,539.44,2,2024
2023-12-22,Sapato,10,312.83,3128.3,12,2023
2024-08-10,Tênis,9,357.81,3220.29,8,2024
2023-06-29,Camiseta,1,156.63,156.63,6,2023
2024-09-22,Mochila,3,393.08,1179.24,9,2024
2023-03-17,Boné,1,313.24,313.24,3,2023
2025-09-18,Mochila,1,411.75,411.75,9,2025
2023-08-03,Boné,6,211.19,1267.14,8,2023
2024-02-08,Camiseta,1,421.37,421.37,2,2024
2025-08-23,Calça,4,52.96,211.84,8,2025
2025-06-23,Sapato,7,96.73,677.11,6,2025
2023-06-06,Camiseta,4,305.36,1221.44,6,2023
2023-12-28,Sapato,5,391.73,1958.65,12,2023
2024-11-16,Camiseta,6,156.33,937.98,11,2024
2023-08-26,Tênis,6,185.42,1112.52,8,2023
2025-08-04,Camiseta,4,132.07,528.28,8,2025
2024-02-13,Boné,1,352.33,352.33,2,2024
2024-01-14,Calça,9,102.58,923.22,1,2024
2024-11-01,Calça,6,140.28,841.6800000000001,11,2024
2025-10-10,Boné,2,227.61,455.22,10,2025
2024-10-08,Camiseta,5,129.83,649.1500000000001,10,2024
2023-12-31,Sapato,3,358.32,1074.96,12,2023
2024-05-18,Calça,10,308.53,3085.3,5,2024
2025-12-17,Tênis,2,193.96,387.92,12,2025
2023-10-05,Boné,6,173.31,1039.86,10,2023
2024-08-13,Tênis,5,330.45,1652.25,8,2024
2025-10-02,Tênis,10,219.27,2192.7000000000003,10,2025
2023-12-06,Camiseta,1,468.56,468.56,12,2023
2023-01-30,Calça,3,93.89,281.67,1,2023
2023-07-14,Camiseta,8,422.23,3377.84,7,2023
2025-06-01,Tênis,4,98.02,392.08,6,2025
2025-08-11,Sapato,8,388.15,3105.2,8,2025
2023-03-02,Tênis,9,433.98,3905.82,3,2023
2025-01-19,Tênis,7,293.08,2051.56,1,2025
2024-05-24,Boné,1,424.29,424.29,5,2024
2023-01-14,Sapato,3,415.79,1247.37,1,2023
2023-09-13,Calça,10,146.12,1461.2,9,2023
2023-05-22,Camiseta,8,404.62,3236.96,5,2023
2023-04-20,Boné,3,391.59,1174.77,4,2023
2023-09-13,Boné,1,113.93,113.93,9,2023
2024-01-01,Mochila,9,76.51,688.59,1,2024
2025-01-30,Tênis,8,362.6,2900.8,1,2025
2024-11-12,Sapato,2,300.25,600.5,11,2024
2023-11-24,Camiseta,3,345.89,1037.67,11,2023
2023-01-04,Mochila,7,395.58,2769.06,1,2023
2024-11-09,Camiseta,2,304.24,608.48,11,2024
2023-01-06,Sapato,1,413.19,413.19,1,2023
2023-08-17,Sapato,6,465.34,2792.04,8,2023
2023-02-20,Camiseta,5,384.44,1922.2,2,2023
2023-06-13,Mochila,1,67.87,67.87,6,2023
2025-06-02,Mochila,3,112.83,338.49,6,2025
2024-10-31,Sapato,1,155.62,155.62,10,2024
2024-12-16,Mochila,7,263.13,1841.91,12,2024
2024-09-02,Tênis,8,329.27,2634.16,9,2024
2023-02-27,Boné,1,442.29,442.29,2,2023
2025-12-26,Calça,3,122.82,368.46,12,2025
2025-08-21,Camiseta,9,337.92,3041.28,8,2025
2025-12-13,Boné,1,272.55,272.55,12,2025
2025-05-29,Sapato,9,280.76,2526.84,5,2025
2024-04-10,Tênis,5,464.45,2322.25,4,2024
2025-06-14,Camiseta,2,216.84,433.68,6,2025
2025-11-29,Tênis,3,482.39,1447.17,11,2025
2024-01-16,Camiseta,3,103.22,309.66,1,2024
2023-08-11,Sapato,1,81.9,81.9,8,2023
2023-09-30,Calça,7,389.76,2728.32,9,2023
2025-08-27,Tênis,2,415.67,831.34,8,2025
2024-12-28,Calça,2,277.23,554.46,12,2024
2023-11-04,Sapato,8,262.89,2103.12,11,2023
2023-10-19,Mochila,7,448.15,3137.05,10,2023
2023-11-26,Calça,9,94.64,851.76,11,2023
2024-02-17,Calça,3,99.12,297.36,2,2024
2023-12-08,Mochila,2,441.63,883.26,12,2023
2023-12-14,Boné,1,86.78,86.78,12,2023
2025-06-14,Tênis,8,90.94,727.52,6,2025
2025-06-09,Tênis,4,50.64,202.56,6,2025
2024-09-30,Calça,5,392.32,1961.6,9,2024
2025-12-15,Camiseta,8,141.27,1130.16,12,2025
2024-05-03,Sapato,3,92.03,276.09000000000003,5,2024
2024-10-09,Sapato,9,302.77,2724.93,10,2024
2024-02-12,Tênis,4,425.52,1702.08,2,2024
2024-09-16,Camiseta,2,281.64,563.28,9,2024
2023-12-18,Calça,9,148.54,1336.86,12,2023
2025-02-13,Tênis,7,386.71,2706.97,2,2025
2025-11-30,Calça,5,284.48,1422.4,11,2025
2023-12-18,Calça,10,390.99,3909.9,12,2023
2024-11-01,Calça,3,91.43,274.29,11,2024
2024-11-29,Boné,8,332.05,2656.4,11,2024
2025-04-04,Camiseta,9,203.79,1834.11,4,2025
2023-07-30,Calça,7,274.96,1924.72,7,2023
2023-07-10,Boné,1,486.26,486.26,7,2023
2025-03-03,Boné,3,386.89,1160.67,3,2025
2024-12-13,Tênis,1,483.65,483.65,12,2024
2025-06-15,Boné,4,344.68,1378.72,6,2025
2025-03-23,Calça,6,284.13,1704.78,3,2025
2023-03-13,Tênis,7,297.87,2085.09,3,2023
2023-06-17,Mochila,7,322.41,2256.8700000000003,6,2023
2023-11-22,Mochila,6,65.19,391.14,11,2023
2023-11-16,Tênis,1,380.27,380.27,11,2023
2023-03-24,Tênis,6,473.78,2842.68,3,2023
2023-01-06,Sapato,1,329.67,329.67,1,2023
2025-08-26,Camiseta,4,332.7,1330.8,8,2025
2023-03-25,Camiseta,8,277.89,2223.12,3,2023
2025-05-09,Boné,6,324.78,1948.68,5,2025
2024-08-18,Camiseta,5,397.22,1986.1,8,2024
2023-09-20,Mochila,8,250.71,2005.68,9,2023
2023-04-10,Tênis,1,117.6,117.6,4,2023
2023-01-17,Boné,1,320.1,320.1,1,2023
2023-07-27,Boné,2,155.99,311.98,7,2023
2023-09-24,Tênis,2,455.63,911.26,9,2023
2025-09-23,Boné,4,159.85,639.4,9,2025
2024-11-27,Mochila,6,287.74,1726.44,11,2024
2023-01-28,Camiseta,5,331.82,1659.1,1,2023
2024-05-03,Mochila,6,423.53,2541.18,5,2024
2025-06-16,Boné,8,156.03,1248.24,6,2025
2025-03-06,Calça,3,262.0,786.0,3,2025
2024-08-31,Mochila,1,217.41,217.41,8,2024
2025-07-09,Boné,2,317.59,635.18,7,2025
2025-11-09,Sapato,4,431.95,1727.8,11,2025
2023-09-26,Tênis,3,316.19,948.57,9,2023
2023-02-08,Calça,5,306.38,1531.9,2,2023
2025-01-23,Mochila,2,366.89,733.78,1,2025
2024-05-25,Calça,2,466.57,933.14,5,2024
2025-03-04,Mochila,6,132.44,794.64,3,2025
2024-11-29,Boné,10,64.96,649.5999999999999,11,2024
2025-06-23,Boné,7,454.19,3179.33,6,2025
2023-06-27,Sapato,7,298.07,2086.49,6,2023
2023-04-28,Sapato,1,294.36,294.36,4,2023
2024-12-07,Boné,10,233.52,2335.2000000000003,12,2024
2025-02-14,Tênis,4,270.06,1080.24,2,2025
2024-06-22,Calça,5,197.78,988.9,6,2024
2024-07-31,Mochila,7,312.54,2187.78,7,2024
2025-03-15,Sapato,5,86.33,431.65,3,2025
2025-10-11,Tênis,8,385.89,3087.12,10,2025
2023-06-02,Mochila,9,338.23,3044.07,6,2023
2025-07-18,Mochila,8,193.64,1549.12,7,2025
2025-09-08,Tênis,2,65.79,131.58,9,2025
2024-10-25,Boné,8,101.06,808.48,10,2024
2024-12-01,Sapato,8,461.44,3691.52,12,2024
2023-11-27,Calça,10,50.01,500.1,11,2023
2025-02-13,Boné,6,112.39,674.34,2,2025
2023-11-28,Tênis,2,323.56,647.12,11,2023
2025-09-02,Calça,9,85.41,768.6899999999999,9,2025
2023-02-12,Calça,7,328.21,2297.47,2,2023
2023-10-17,Camiseta,4,241.96,967.84,10,2023
2024-02-21,Tênis,2,388.78,777.56,2,2024
2024-01-25,Camiseta,2,148.2,296.4,1,2024
2024-02-21,Sapato,2,212.08,424.16,2,2024
2025-07-27,Tênis,1,161.36,161.36,7,2025
2024-09-09,Boné,3,143.18,429.54,9,2024
2023-01-01,Calça,2,274.09,548.18,1,2023
2025-05-16,Mochila,4,282.29,1129.16,5,2025
2023-02-01,Boné,7,304.8,2133.6,2,2023
2024-11-04,Tênis,7,487.57,3412.99,11,2024
2025-09-17,Sapato,7,194.89,1364.23,9,2025
2025-10-24,Tênis,3,392.53,1177.59,10,2025
2024-11-24,Mochila,9,456.71,4110.389999999999,11,2024
2025-10-19,Mochila,2,280.7,561.4,10,2025
2025-11-18,Mochila,9,483.06,4347.54,11,2025
2025-06-26,Camiseta,4,255.75,1023.0,6,2025
2023-06-09,Mochila,8,475.66,3805.28,6,2023
2023-08-31,Sapato,1,379.0,379.0,8,2023
2024-11-08,Sapato,3,138.73,416.19,11,2024
2023-09-13,Sapato,6,171.48,1028.88,9,2023
2023-07-01,Calça,7,244.82,1713.74,7,2023
2025-08-07,Camiseta,7,141.38,989.66,8,2025
2024-11-14,Boné,2,312.99,625.98,11,2024
2025-01-18,Sapato,7,53.14,371.98,1,2025
2024-02-25,Tênis,4,62.63,250.52,2,2024
2024-03-12,Tênis,8,96.1,768.8,3,2024
2024-06-27,Tênis,2,54.31,108.62,6,2024
2023-02-11,Camiseta,8,274.59,2196.72,2,2023
2025-04-15,Mochila,10,140.76,1407.6,4,2025
2023-02-12,Camiseta,8,60.15,481.2,2,2023
2025-01-14,Boné,7,308.29,2158.03,1,2025
2025-07-28,Tênis,3,297.46,892.3799999999999,7,2025
2024-10-27,Boné,9,462.36,4161.24,10,2024
2024-11-08,Camiseta,9,199.79,1798.11,11,2024
2025-09-09,Sapato,1,241.76,241.76,9,2025
2025-09-18,Sapato,10,191.55,1915.5,9,2025
2025-09-16,Camiseta,4,71.27,285.08,9,2025
2025-11-15,Calça,10,329.16,3291.6000000000004,11,2025
2025-07-11,Boné,7,64.4,450.80000000000007,7,2025
2023-12-12,Mochila,6,293.96,1763.7599999999998,12,2023
2024-04-16,Sapato,9,74.02,666.18,4,2024
2024-07-19,Boné,8,325.15,2601.2,7,2024
2024-06-22,Sapato,10,305.32,3053.2,6,2024
2023-05-13,Sapato,1,124.7,124.7,5,2023
2025-06-22,Tênis,3,467.74,1403.22,6,2025
2024-11-17,Boné,6,299.39,1796.34,11,2024
2025-09-10,Camiseta,6,144.46,866.76,9,2025
2023-06-07,Camiseta,3,160.31,480.93,6,2023
2024-03-29,Camiseta,10,50.45,504.5,3,2024
2025-10-03,Mochila,8,64.38,515.04,10,2025
2023-07-03,Calça,3,317.75,953.25,7,2023
2023-08-26,Calça,2,464.76,929.52,8,2023
2023-06-06,Tênis,10,329.57,3295.7,6,2023
2023-04-30,Sapato,10,166.16,1661.6,4,2023
2023-01-13,Camiseta,10,477.85,4778.5,1,2023
2025-04-24,Boné,9,52.55,472.95,4,2025
2024-09-21,Boné,4,136.51,546.04,9,2024
2024-12-02,Mochila,2,110.63,221.26,12,2024
2024-07-25,Calça,5,497.25,2486.25,7,2024
2025-11-28,Camiseta,10,111.1,1111.0,11,2025
2023-06-01,Tênis,3,333.7,1001.1,6,2023
2023-08-21,Boné,3,239.24,717.72,8,2023
2024-05-27,Calça,10,77.22,772.2,5,2024
2024-01-23,Sapato,2,142.6,285.2,1,2024
2023-07-05,Camiseta,6,230.59,1383.54,7,2023
2023-02-15,Tênis,7,162.46,1137.22,2,2023
2025-11-03,Mochila,2,341.88,683.76,11,2025
2024-10-30,Sapato,2,248.68,497.36,10,2024
2024-07-01,Boné,7,149.82,1048.74,7,2024
2023-08-04,Sapato,10,360.62,3606.2,8,2023
2025-01-12,Sapato,9,436.88,3931.92,1,2025
2025-10-30,Calça,2,401.96,803.92,10,2025
2023-02-18,Calça,1,439.12,439.12,2,2023
2024-06-02,Camiseta,8,154.78,1238.24,6,2024
2023-11-24,Mochila,4,81.28,325.12,11,2023
2023-05-17,Sapato,7,447.2,3130.4,5,2023
2025-08-01,Camiseta,6,242.7,1456.1999999999998,8,2025
2024-05-28,Mochila,4,350.39,1401.56,5,2024
2024-06-02,Calça,1,199.39,199.39,6,2024
2025-01-21,Sapato,7,290.23,2031.61,1,2025
2025-08-06,Tênis,7,89.56,626.9200000000001,8,2025
2024-07-08,Sapato,9,337.64,3038.76,7,2024
2025-10-21,Tênis,9,392.23,3530.07,10,2025
2024-07-27,Mochila,1,133.74,133.74,7,2024
2025-12-15,Mochila,3,456.8,1370.4,12,2025
2024-10-27,Calça,6,165.97,995.82,10,2024
2023-08-18,Camiseta,3,461.66,1384.98,8,2023
2025-09-14,Boné,7,399.49,2796.4300000000003,9,2025
2024-08-05,Mochila,10,140.41,1404.1,8,2024
2023-04-07,Mochila,2,365.09,730.18,4,2023
2024-01-24,Calça,9,124.19,1117.71,1,2024
2025-12-24,Mochila,9,225.24,2027.16,12,2025
2025-07-25,Boné,8,263.4,2107.2,7,2025
2023-01-19,Mochila,8,347.88,2783.04,1,2023
2025-10-26,Tênis,1,95.0,95.0,10,2025
2024-01-24,Tênis,10,265.38,2653.8,1,2024
2023-10-20,Mochila,1,225.25,225.25,10,2023
2024-06-07,Boné,3,227.19,681.5699999999999,6,2024
2024-08-28,Mochila,4,236.14,944.56,8,2024
2023-10-21,Sapato,5,388.46,1942.3,10,2023
2023-07-20,Boné,1,396.48,396.48,7,2023
2024-12-27,Boné,10,148.55,1485.5,12,2024
2023-08-27,Calça,9,336.46,3028.14,8,2023
2025-11-22,Calça,10,146.46,1464.6,11,2025
2024-01-15,Camiseta,8,93.58,748.64,1,2024
2024-11-25,Tênis,8,332.59,2660.72,11,2024
2025-10-01,Tênis,9,193.3,1739.7,10,2025
2024-07-11,Calça,2,165.16,330.32,7,2024
2024-09-25,Sapato,8,454.6,3636.8,9,2024
2024-09-01,Boné,8,107.82,862.56,9,2024
2025-09-23,Boné,1,387.21,387.21,9,2025
2024-11-09,Boné,8,404.4,3235.2,11,2024
2024-08-22,Mochila,6,403.44,2420.64,8,2024
2024-03-02,Tênis,4,446.9,1787.6,3,2024
2025-12-13,Camiseta,5,391.89,1959.45,12,2025
2023-12-27,Mochila,6,495.84,2975.04,12,2023
2024-11-22,Tênis,7,300.55,2103.85,11,2024
2025-08-05,Sapato,8,159.71,1277.68,8,2025
2025-02-28,Calça,9,267.89,2411.01,2,2025
2024-02-11,Boné,6,224.91,1349.46,2,2024
2025-10-04,Tênis,4,428.49,1713.96,10,2025
2024-05-28,Boné,8,495.87,3966.96,5,2024
2025-12-16,Camiseta,1,173.44,173.44,12,2025
2025-02-23,Boné,4,51.67,206.68,2,2025
2025-04-26,Boné,6,160.1,960.6,4,2025
2024-08-29,Sapato,3,450.02,1350.06,8,2024
2023-02-28,Camiseta,8,175.65,1405.2,2,2023
2023-01-18,Tênis,9,151.66,1364.94,1,2023
2023-07-19,Tênis,8,202.51,1620.08,7,2023
2024-09-02,Sapato,6,454.97,2729.82,9,2024
2025-11-02,Boné,3,337.39,1012.17,11,2025
2023-10-24,Calça,7,397.07,2779.49,10,2023
2023-12-26,Mochila,4,309.67,1238.68,12,2023
2023-03-27,Sapato,1,348.08,348.08,3,2023
2024-12-03,Sapato,3,248.62,745.86,12,2024
2025-10-18,Sapato,5,145.37,726.85,10,2025
2024-07-10,Boné,9,367.7,3309.3,7,2024
2025-08-17,Tênis,4,315.86,1263.44,8,2025
2025-04-23,Boné,1,177.38,177.38,4,2025
2024-12-08,Mochila,4,276.83,1107.32,12,2024
2023-09-28,Camiseta,6,447.04,2682.24,9,2023
2025-07-30,Mochila,1,69.31,69.31,7,2025
2024-10-26,Camiseta,10,191.44,1914.4,10,2024
2023-07-18,Camiseta,6,77.64,465.84,7,2023
2023-06-05,Mochila,9,444.41,3999.69,6,2023
2024-03-19,Calça,9,424.14,3817.26,3,2024
2025-12-19,Calça,3,407.37,1222.11,12,2025
2025-03-01,Calça,7,333.2,2332.4,3,2025
2024-10-23,Mochila,3,348.28,1044.84,10,2024
2024-08-16,Calça,3,189.65,568.95,8,2024
2023-11-30,Camiseta,1,249.79,249.79,11,2023
2024-07-12,Calça,10,220.96,2209.6,7,2024
2023-01-17,Boné,3,478.37,1435.11,1,2023
2024-05-01,Calça,10,67.96,679.5999999999999,5,2024
2025-12-15,Calça,8,88.52,708.16,12,2025
2024-04-14,Mochila,5,274.4,1372.0,4,2024
2024-05-20,Sapato,2,436.76,873.52,5,2024
2023-05-24,Calça,5,302.93,1514.65,5,2023
2023-01-30,Sapato,10,401.63,4016.3,1,2023
2024-11-11,Camiseta,6,400.53,2403.18,11,2024
2025-11-20,Tênis,7,102.97,720.79,11,2025
2024-08-16,Boné,10,389.57,3895.7,8,2024
2023-02-05,Tênis,5,132.23,661.15,2,2023
2024-05-30,Mochila,2,108.73,217.46,5,2024
2023-03-23,Calça,3,446.54,1339.62,3,2023
2023-06-19,Sapato,5,319.45,1597.25,6,2023
2024-05-21,Boné,4,351.94,1407.76,5,2024
2025-10-18,Sapato,2,160.74,321.48,10,2025
2024-08-14,Camiseta,2,201.21,402.42,8,2024
2024-04-08,Camiseta,1,483.09,483.09,4,2024
2023-10-26,Boné,1,476.76,476.76,10,2023
2023-07-04,Calça,10,228.98,2289.8,7,2023
2025-12-12,Camiseta,1,306.16,306.16,12,2025
2024-09-30,Mochila,3,419.37,1258.11,9,2024
2023-07-03,Sapato,6,196.78,1180.68,7,2023
2024-07-01,Calça,2,315.23,630.46,7,2024
2024-01-11,Camiseta,9,443.24,3989.16,1,2024
2023-11-07,Tênis,10,250.19,2501.9,11,2023
2024-05-30,Tênis,5,433.16,2165.8,5,2024
2025-07-17,Tênis,2,80.72,161.44,7,2025
2025-06-20,Calça,7,283.29,1983.03,6,2025
2025-06-18,Mochila,10,351.88,3518.8,6,2025
2024-03-01,Tênis,3,254.83,764.49,3,2024
2025-12-15,Mochila,5,153.93,769.6500000000001,12,2025
2025-05-22,Mochila,1,330.53,330.53,5,2025
2024-03-19,Camiseta,6,403.68,2422.08,3,2024
2025-06-02,Calça,3,188.97,566.91,6,2025
2023-04-02,Camiseta,2,381.87,763.74,4,2023
2023-08-01,Sapato,9,349.2,3142.8,8,2023
2023-12-17,Mochila,7,128.32,898.24,12,2023
2024-04-14,Camiseta,9,282.82,2545.38,4,2024
2025-01-27,Sapato,7,306.36,2144.52,1,2025
2023-12-20,Camiseta,6,183.5,1101.0,12,2023
2025-06-22,Tênis,5,179.44,897.2,6,2025
2023-03-01,Boné,1,235.97,235.97,3,2023
2023-05-07,Sapato,8,399.1,3192.8,5,2023
2023-12-15,Camiseta,6,80.13,480.78,12,2023
2023-12-11,Calça,3,428.53,1285.59,12,2023
2023-11-19,Calça,10,185.21,1852.1,11,2023
2024-03-10,Sapato,9,300.6,2705.4,3,2024
2025-10-16,Calça,5,272.05,1360.25,10,2025
2023-01-14,Calça,3,407.76,1223.28,1,2023
2025-01-30,Calça,5,252.42,1262.1,1,2025
2025-07-03,Tênis,1,391.99,391.99,7,2025
2023-08-20,Calça,2,371.75,743.5,8,2023
2024-03-13,Tênis,7,422.14,2954.98,3,2024
2023-01-23,Tênis,6,76.13,456.78,1,2023
2023-09-24,Sapato,6,381.71,2290.26,9,2023
2024-05-17,Calça,1,260.64,260.64,5,2024
2025-07-21,Boné,1,407.35,407.35,7,2025
2025-07-22,Boné,9,134.66,1211.94,7,2025
2023-08-06,Calça,1,256.9,256.9,8,2023
2024-08-18,Calça,4,387.8,1551.2,8,2024
2025-12-21,Boné,4,260.03,1040.12,12,2025
2024-10-18,Sapato,3,252.48,757.4399999999999,10,2024
2025-03-09,Sapato,5,90.66,453.3,3,2025
2024-02-14,Sapato,2,217.34,434.68,2,2024
2025-12-30,Boné,7,440.34,3082.38,12,2025
2023-07-30,Tênis,8,405.52,3244.16,7,2023
2025-07-10,Tênis,3,485.59,1456.77,7,2025
2023-11-10,Sapato,1,126.49,126.49,11,2023
2023-05-31,Camiseta,8,140.42,1123.36,5,2023
2025-12-23,Calça,5,63.38,316.90000000000003,12,2025
2025-01-13,Calça,4,112.97,451.88,1,2025
2025-01-14,Boné,6,389.89,2339.34,1,2025
2024-10-08,Tênis,2,358.8,717.6,10,2024
2024-06-01,Boné,5,66.05,330.25,6,2024
2025-02-05,Camiseta,3,122.14,366.42,2,2025
2025-05-06,Sapato,9,467.57,4208.13,5,2025
2025-07-26,Mochila,1,400.94,400.94,7,2025
2025-07-17,Tênis,7,90.6,634.1999999999999,7,2025
2023-10-23,Camiseta,4,449.22,1796.88,10,2023
2024-12-21,Boné,10,250.21,2502.1,12,2024
2023-03-18,Tênis,3,123.09,369.27,3,2023
2024-06-01,Sapato,7,419.3,2935.1,6,2024
2023-03-27,Camiseta,5,300.9,1504.5,3,2023
2025-04-21,Calça,6,421.72,2530.32,4,2025
2023-03-31,Tênis,2,262.41,524.82,3,2023
2025-02-26,Sapato,7,164.71,1152.97,2,2025
2025-01-09,Tênis,6,222.57,1335.42,1,2025
2023-11-14,Tênis,9,300.94,2708.46,11,2023
2023-11-13,Camiseta,5,478.5,2392.5,11,2023
2024-10-03,Mochila,10,274.93,2749.3,10,2024
2025-07-30,Tênis,4,455.12,1820.48,7,2025
2025-04-08,Camiseta,1,434.24,434.24,4,2025
2025-03-14,Camiseta,10,203.56,2035.6,3,2025
2024-09-30,Camiseta,5,352.61,1763.0500000000002,9,2024
2024-05-14,Tênis,5,443.16,2215.8,5,2024
2025-01-23,Camiseta,10,258.28,2582.8,1,2025
2023-08-30,Mochila,4,272.27,1089.08,8,2023
2023-02-14,Boné,3,445.2,1335.6,2,2023
2024-12-17,Sapato,9,373.45,3361.05,12,2024
2023-05-05,Sapato,1,120.54,120.54,5,2023
2025-05-03,Boné,5,452.05,2260.25,5,2025
2024-03-25,Mochila,5,396.87,1984.35,3,2024
2025-08-11,Calça,10,61.43,614.3,8,2025
2023-01-12,Calça,5,360.17,1800.85,1,2023
2025-07-07,Mochila,4,175.08,700.32,7,2025
2024-01-15,Mochila,5,298.88,1494.4,1,2024
